Name	week	Player_ID	HR	R	RBI	SB	BA	GP
Derek Jenkins	0	2354	NaN	NaN	NaN	NaN	0.202	0
Cristian Toribio	0	2355	NaN	NaN	NaN	NaN	0.205	0
Caleb Hamilton	0	2356	NaN	NaN	NaN	NaN	0.184	0
Jose Zambrano	0	2357	NaN	NaN	NaN	NaN	0.209	0
Robert Vasquez	0	2358	NaN	NaN	NaN	NaN	0.192	0
Caleb Whalen	0	2359	NaN	NaN	NaN	NaN	0.188	0
Luis Rengifo	0	2360	NaN	NaN	NaN	NaN	0.198	0
Miguel Mercedes	0	2361	NaN	NaN	NaN	NaN	0.191	0
Ronnie Jebavy	0	2362	NaN	NaN	NaN	NaN	0.198	0
Miles Mastrobuoni	0	2363	NaN	NaN	NaN	NaN	0.202	0
Pavin Smith	0	2364	NaN	NaN	NaN	NaN	0.199	0
Nick Zammarelli III	0	2365	NaN	NaN	NaN	NaN	0.198	0
Jimmy Bosco	0	2366	NaN	NaN	NaN	NaN	0.194	0
Manuel Guzman	0	2367	NaN	NaN	NaN	NaN	0.202	0
Norberto Obeso	0	2368	NaN	NaN	NaN	NaN	0.194	0
Cesar Galvez	0	2369	NaN	NaN	NaN	NaN	0.208	0
Cesar Del Angel	0	2370	NaN	NaN	NaN	NaN	0.189	0
Dom Thompson-Williams	0	2371	NaN	NaN	NaN	NaN	0.189	0
Adan Velazquez	0	2372	NaN	NaN	NaN	NaN	0.199	0
Heber Gomez	0	2373	NaN	NaN	NaN	NaN	0.208	0
Cleuluis Rondon	0	2374	NaN	NaN	NaN	NaN	0.199	0
Ryan Stephens	0	2375	NaN	NaN	NaN	NaN	0.189	0
Enrique Trujillo	0	2376	NaN	NaN	NaN	NaN	0.194	0
Joe Cronin	0	2377	NaN	NaN	NaN	NaN	0.182	0
Alejandro Rivero	0	2378	NaN	NaN	NaN	NaN	0.202	0
Mason Davis	0	2379	NaN	NaN	NaN	NaN	0.204	0
D.J. Wilson	0	2380	NaN	NaN	NaN	NaN	0.188	0
David Harris	0	2381	NaN	NaN	NaN	NaN	0.202	0
Logan Ice	0	2382	NaN	NaN	NaN	NaN	0.183	0
Reydel Medina	0	2383	NaN	NaN	NaN	NaN	0.188	0
David Armendariz	0	2384	NaN	NaN	NaN	NaN	0.193	0
Lucius Fox	0	2385	NaN	NaN	NaN	NaN	0.194	0
Michael Beltre	0	2386	NaN	NaN	NaN	NaN	0.191	0
Galli Cribbs	0	2387	NaN	NaN	NaN	NaN	0.191	0
Ben Johnson	0	2388	NaN	NaN	NaN	NaN	0.189	0
Desmond Lindsay	0	2389	NaN	NaN	NaN	NaN	0.172	0
Micker Adolfo	0	2390	NaN	NaN	NaN	NaN	0.183	0
Tucker Neuhaus	0	2391	NaN	NaN	NaN	NaN	0.194	0
Chuckie Robinson	0	2392	NaN	NaN	NaN	NaN	0.193	0
Julian Leon	0	2393	NaN	NaN	NaN	NaN	0.186	0
Jim Haley	0	2394	NaN	NaN	NaN	NaN	0.203	0
Austin Wilson	0	2395	NaN	NaN	NaN	NaN	0.178	0
Nathan Esposito	0	2396	NaN	NaN	NaN	NaN	0.206	0
Nolan Jones	0	2397	NaN	NaN	NaN	NaN	0.187	0
Victor Fernandez	0	2398	NaN	NaN	NaN	NaN	0.198	0
Sam McDonnell	0	2399	NaN	NaN	NaN	NaN	0.191	0
Johneshwy Fargas	0	2400	NaN	NaN	NaN	NaN	0.197	0
Bobby Melley	0	2401	NaN	NaN	NaN	NaN	0.19	0
Rainis Silva	0	2402	NaN	NaN	NaN	NaN	0.198	0
Blaine Prescott	0	2403	NaN	NaN	NaN	NaN	0.199	0
Austin Anderson	0	2404	NaN	NaN	NaN	NaN	0.196	0
Jake Yacinich	0	2405	NaN	NaN	NaN	NaN	0.205	0
Trever Allen	0	2406	NaN	NaN	NaN	NaN	0.19	0
Daniel Jipping	0	2407	NaN	NaN	NaN	NaN	0.185	0
Isranel Wilson	0	2408	NaN	NaN	NaN	NaN	0.183	0
Jorge Ona	0	2409	NaN	NaN	NaN	NaN	0.192	0
Kevin Garcia	0	2410	NaN	NaN	NaN	NaN	0.195	0
Tyler Sullivan	0	2411	NaN	NaN	NaN	NaN	0.198	0
Matt Pare	0	2412	NaN	NaN	NaN	NaN	0.182	0
Pedro Diaz	0	2413	NaN	NaN	NaN	NaN	0.194	0
Erick Rodriguez	0	2414	NaN	NaN	NaN	NaN	0.207	0
Daniel Gonzalez	0	2415	NaN	NaN	NaN	NaN	0.203	0
Ti'Quan Forbes	0	2416	NaN	NaN	NaN	NaN	0.197	0
J.C. Rodriguez	0	2417	NaN	NaN	NaN	NaN	0.198	0
Francisco Cordoba	0	2418	NaN	NaN	NaN	NaN	0.19	0
Shane Mardirosian	0	2419	NaN	NaN	NaN	NaN	0.192	0
Ryan Howell	0	2420	NaN	NaN	NaN	NaN	0.175	0
Fernery Ozuna	0	2421	NaN	NaN	NaN	NaN	0.196	0
Josh Anderson	0	2422	NaN	NaN	NaN	NaN	0.199	0
Diego Castillo	0	2423	NaN	NaN	NaN	NaN	0.21	0
Dylan Becker	0	2424	NaN	NaN	NaN	NaN	0.188	0
Joe Dudek	0	2425	NaN	NaN	NaN	NaN	0.176	0
Eudor Garcia	0	2426	NaN	NaN	NaN	NaN	0.193	0
Robi Estrada	0	2427	NaN	NaN	NaN	NaN	0.192	0
Alan Sharkey	0	2428	NaN	NaN	NaN	NaN	0.187	0
Dan Rohlfing	0	2429	NaN	NaN	NaN	NaN	0.182	0
Ian Strom	0	2430	NaN	NaN	NaN	NaN	0.189	0
Casey Hughston	0	2431	NaN	NaN	NaN	NaN	0.189	0
Nick Sinay	0	2432	NaN	NaN	NaN	NaN	0.18	0
Carlos Belen	0	2433	NaN	NaN	NaN	NaN	0.18	0
Gavin Lux	0	2434	NaN	NaN	NaN	NaN	0.193	0
Anthony Miller	0	2435	NaN	NaN	NaN	NaN	0.181	0
Eric Marinez	0	2436	NaN	NaN	NaN	NaN	0.208	0
Rafael Fernandez	0	2437	NaN	NaN	NaN	NaN	0.199	0
Alejandro Salazar	0	2438	NaN	NaN	NaN	NaN	0.218	0
Michael Soto	0	2439	NaN	NaN	NaN	NaN	0.188	0
Ruben Agramon	0	2440	NaN	NaN	NaN	NaN	0.197	0
Ben Ruta	0	2441	NaN	NaN	NaN	NaN	0.195	0
Bladimil Franco	0	2442	NaN	NaN	NaN	NaN	0.199	0
Ismael Martinez	0	2443	NaN	NaN	NaN	NaN	0.186	0
Yeiler Peguero	0	2444	NaN	NaN	NaN	NaN	0.198	0
Anthony Jimenez	0	2445	NaN	NaN	NaN	NaN	0.191	0
David Gonzalez	0	2446	NaN	NaN	NaN	NaN	0.201	0
Juan Avila	0	2447	NaN	NaN	NaN	NaN	0.186	0
Spencer Johnson	0	2448	NaN	NaN	NaN	NaN	0.177	0
Victor Padron	0	2449	NaN	NaN	NaN	NaN	0.192	0
Hidekel Gonzalez	0	2450	NaN	NaN	NaN	NaN	0.199	0
Zach Nehrir	0	2451	NaN	NaN	NaN	NaN	0.196	0
Hector Hernandez	0	2452	NaN	NaN	NaN	NaN	0.206	0
Joey Havrilak	0	2453	NaN	NaN	NaN	NaN	0.185	0
Trenton Brooks	0	2454	NaN	NaN	NaN	NaN	0.191	0
Yojhan Quevedo	0	2455	NaN	NaN	NaN	NaN	0.206	0
Emmanuel Tapia	0	2456	NaN	NaN	NaN	NaN	0.178	0
Cristian Santana	0	2457	NaN	NaN	NaN	NaN	0.198	0
Oliver Ortiz	0	2458	NaN	NaN	NaN	NaN	0.191	0
Joe Rizzo	0	2459	NaN	NaN	NaN	NaN	0.185	0
Yadiel Rivera	0	2460	NaN	NaN	NaN	NaN	0.196	0
Enmanuel Garcia	0	2461	NaN	NaN	NaN	NaN	0.192	0
Gus Craig	0	2462	NaN	NaN	NaN	NaN	0.19	0
Ariel Sandoval	0	2463	NaN	NaN	NaN	NaN	0.184	0
Ruben Castro	0	2464	NaN	NaN	NaN	NaN	0.192	0
Tanner Gardner	0	2465	NaN	NaN	NaN	NaN	0.185	0
Rene Pinto	0	2466	NaN	NaN	NaN	NaN	0.199	0
Jesus Alberto Vega	0	2467	NaN	NaN	NaN	NaN	0.184	0
Michael Bernal	0	2468	NaN	NaN	NaN	NaN	0.195	0
Yuniel Ramirez	0	2469	NaN	NaN	NaN	NaN	0.197	0
Rehiner Cordova	0	2470	NaN	NaN	NaN	NaN	0.194	0
Dermis Garcia	0	2471	NaN	NaN	NaN	NaN	0.167	0
Steve Laurino	0	2472	NaN	NaN	NaN	NaN	0.184	0
Kevin Flores	0	2473	NaN	NaN	NaN	NaN	0.201	0
Ricardo Vazquez	0	2474	NaN	NaN	NaN	NaN	0.183	0
Emmanuel Marrero	0	2475	NaN	NaN	NaN	NaN	0.196	0
Mario Feliciano	0	2476	NaN	NaN	NaN	NaN	0.196	0
Austin Grebeck	0	2477	NaN	NaN	NaN	NaN	0.178	0
Luis Lara	0	2478	NaN	NaN	NaN	NaN	0.188	0
Oscar Sanay	0	2479	NaN	NaN	NaN	NaN	0.205	0
Tim Tebow	0	2480	NaN	NaN	NaN	NaN	0.179	0
Richard Rodriguez	0	2481	NaN	NaN	NaN	NaN	0.208	0
Enmanuel Zabala	0	2482	NaN	NaN	NaN	NaN	0.197	0
Jonah Todd	0	2483	NaN	NaN	NaN	NaN	0.193	0
Deiferson Barreto	0	2484	NaN	NaN	NaN	NaN	0.209	0
Anthony Caronia	0	2485	NaN	NaN	NaN	NaN	0.209	0
Vidal Brujan	0	2486	NaN	NaN	NaN	NaN	0.199	0
Andrison Pena	0	2487	NaN	NaN	NaN	NaN	0.192	0
Jacob Heyward	0	2488	NaN	NaN	NaN	NaN	0.177	0
Ruddy Giron	0	2489	NaN	NaN	NaN	NaN	0.195	0
Garrett Whitley	0	2490	NaN	NaN	NaN	NaN	0.175	0
Jose Queliz	0	2491	NaN	NaN	NaN	NaN	0.189	0
Tripp Martin	0	2492	NaN	NaN	NaN	NaN	0.172	0
Yeison Melo	0	2493	NaN	NaN	NaN	NaN	0.2	0
Michael Tinsley	0	2494	NaN	NaN	NaN	NaN	0.181	0
Miguel Torres	0	2495	NaN	NaN	NaN	NaN	0.19	0
Kane Sweeney	0	2496	NaN	NaN	NaN	NaN	0.18	0
Francisco Esparragoza	0	2497	NaN	NaN	NaN	NaN	0.192	0
Greg Deichmann	0	2498	NaN	NaN	NaN	NaN	0.179	0
Ryan McCarvel	0	2499	NaN	NaN	NaN	NaN	0.176	0
Arturo Nieto	0	2500	NaN	NaN	NaN	NaN	0.191	0
Mario Ivan Santana	0	2501	NaN	NaN	NaN	NaN	0.19	0
Stephen Dezzi	0	2502	NaN	NaN	NaN	NaN	0.185	0
Paul Panaccione	0	2503	NaN	NaN	NaN	NaN	0.196	0
Brandon Montgomery	0	2504	NaN	NaN	NaN	NaN	0.206	0
Andres Sotillo	0	2505	NaN	NaN	NaN	NaN	0.184	0
Luke Wakamatsu	0	2506	NaN	NaN	NaN	NaN	0.191	0
Kevonte Mitchell	0	2507	NaN	NaN	NaN	NaN	0.185	0
Blake Butler	0	2508	NaN	NaN	NaN	NaN	0.195	0
Carlos Valencia	0	2509	NaN	NaN	NaN	NaN	0.193	0
Austin Athmann	0	2510	NaN	NaN	NaN	NaN	0.202	0
Garrett Brown	0	2511	NaN	NaN	NaN	NaN	0.2	0
Luis Pintor	0	2512	NaN	NaN	NaN	NaN	0.193	0
R.J. Dennard	0	2513	NaN	NaN	NaN	NaN	0.185	0
Rufino Candelario	0	2514	NaN	NaN	NaN	NaN	0.202	0
Shane Zeile	0	2515	NaN	NaN	NaN	NaN	0.188	0
Oscar Williams	0	2516	NaN	NaN	NaN	NaN	0.187	0
Donavan Tate	0	2517	NaN	NaN	NaN	NaN	0.178	0
Juan Ortiz	0	2518	NaN	NaN	NaN	NaN	0.18	0
Wesley Jones	0	2519	NaN	NaN	NaN	NaN	0.208	0
Logan Farrar	0	2520	NaN	NaN	NaN	NaN	0.194	0
Johan Cruz	0	2521	NaN	NaN	NaN	NaN	0.194	0
Stephen Kerr	0	2522	NaN	NaN	NaN	NaN	0.186	0
Angel Aguilar	0	2523	NaN	NaN	NaN	NaN	0.193	0
Kevin Vicuna	0	2524	NaN	NaN	NaN	NaN	0.206	0
Michael Katz	0	2525	NaN	NaN	NaN	NaN	0.183	0
Jhailyn Ortiz	0	2526	NaN	NaN	NaN	NaN	0.175	0
Ryan Kirby	0	2527	NaN	NaN	NaN	NaN	0.189	0
Nick Dean	0	2528	NaN	NaN	NaN	NaN	0.186	0
Jose Fernandez	0	2529	NaN	NaN	NaN	NaN	0.177	0
Adelaido Martinez	0	2530	NaN	NaN	NaN	NaN	0.201	0
Ricardo Ferreira	0	2531	NaN	NaN	NaN	NaN	0.194	0
Jared Walker	0	2532	NaN	NaN	NaN	NaN	0.173	0
Stryker Trahan	0	2533	NaN	NaN	NaN	NaN	0.176	0
Luis Payano	0	2534	NaN	NaN	NaN	NaN	0.186	0
Michael Pierson	0	2535	NaN	NaN	NaN	NaN	0.203	0
Cole Anderson	0	2536	NaN	NaN	NaN	NaN	0.189	0
Trevor Craport	0	2537	NaN	NaN	NaN	NaN	0.188	0
Nathan Mikolas	0	2538	NaN	NaN	NaN	NaN	0.184	0
Hernando Arredondo	0	2539	NaN	NaN	NaN	NaN	0.188	0
Oscar Lemus	0	2540	NaN	NaN	NaN	NaN	0.187	0
Brandon Diaz	0	2541	NaN	NaN	NaN	NaN	0.173	0
Will Remillard	0	2542	NaN	NaN	NaN	NaN	0.183	0
Tyler Payne	0	2543	NaN	NaN	NaN	NaN	0.183	0
Danny Zardon	0	2544	NaN	NaN	NaN	NaN	0.183	0
Eric Toole	0	2545	NaN	NaN	NaN	NaN	0.19	0
Isaias Lucena	0	2546	NaN	NaN	NaN	NaN	0.187	0
Dash Winningham	0	2547	NaN	NaN	NaN	NaN	0.182	0
John Polonius	0	2548	NaN	NaN	NaN	NaN	0.196	0
Bryan De La Cruz	0	2549	NaN	NaN	NaN	NaN	0.192	0
Eduardo Dehesa	0	2550	NaN	NaN	NaN	NaN	0.182	0
Branden Berry	0	2551	NaN	NaN	NaN	NaN	0.184	0
Ben Breazeale	0	2552	NaN	NaN	NaN	NaN	0.181	0
Francisco Moreno	0	2553	NaN	NaN	NaN	NaN	0.186	0
Carlos Martinez	0	2554	NaN	NaN	NaN	NaN	0.195	0
Pedro Castellanos	0	2555	NaN	NaN	NaN	NaN	0.201	0
Ali Solis	0	2556	NaN	NaN	NaN	NaN	0.188	0
Yolki Pena	0	2557	NaN	NaN	NaN	NaN	0.19	0
Daniel Sanchez	0	2558	NaN	NaN	NaN	NaN	0.194	0
Oneil Cruz	0	2559	NaN	NaN	NaN	NaN	0.187	0
Jose Vicente	0	2560	NaN	NaN	NaN	NaN	0.186	0
Jose Pujols	0	2561	NaN	NaN	NaN	NaN	0.171	0
Adonis Paula	0	2562	NaN	NaN	NaN	NaN	0.186	0
Matt Jones	0	2563	NaN	NaN	NaN	NaN	0.17	0
Jeff Gardner	0	2564	NaN	NaN	NaN	NaN	0.181	0
Trace Loehr	0	2565	NaN	NaN	NaN	NaN	0.206	0
Ricardo Valencia	0	2566	NaN	NaN	NaN	NaN	0.183	0
Hector Paez	0	2567	NaN	NaN	NaN	NaN	0.197	0
Stone Garrett	0	2568	NaN	NaN	NaN	NaN	0.186	0
Jerome Pena	0	2569	NaN	NaN	NaN	NaN	0.169	0
Trace Tam Sing	0	2570	NaN	NaN	NaN	NaN	0.183	0
Malik Collymore	0	2571	NaN	NaN	NaN	NaN	0.184	0
Carlos Torres	0	2572	NaN	NaN	NaN	NaN	0.192	0
Daniel Montano	0	2573	NaN	NaN	NaN	NaN	0.185	0
Eudy Ramos	0	2574	NaN	NaN	NaN	NaN	0.194	0
Ashford Fulmer	0	2575	NaN	NaN	NaN	NaN	0.185	0
Jorge Tillero	0	2576	NaN	NaN	NaN	NaN	0.199	0
Daniel Brito	0	2577	NaN	NaN	NaN	NaN	0.192	0
Josciel Veras	0	2578	NaN	NaN	NaN	NaN	0.186	0
Nate Easley	0	2579	NaN	NaN	NaN	NaN	0.187	0
Corey Bass	0	2580	NaN	NaN	NaN	NaN	0.176	0
Joe Tuschak	0	2581	NaN	NaN	NaN	NaN	0.181	0
Darius Day	0	2582	NaN	NaN	NaN	NaN	0.176	0
Angel Perez	0	2583	NaN	NaN	NaN	NaN	0.198	0
Leudys Baez	0	2584	NaN	NaN	NaN	NaN	0.189	0
Eduardo Revilla	0	2585	NaN	NaN	NaN	NaN	0.187	0
Ronnie Gideon	0	2586	NaN	NaN	NaN	NaN	0.176	0
Luis Medina	0	2587	NaN	NaN	NaN	NaN	0.193	0
Jose Herrera	0	2588	NaN	NaN	NaN	NaN	0.191	0
Travious Relaford	0	2589	NaN	NaN	NaN	NaN	0.193	0
Jalen Miller	0	2590	NaN	NaN	NaN	NaN	0.193	0
Drew Lugbauer	0	2591	NaN	NaN	NaN	NaN	0.177	0
Isael Soto	0	2592	NaN	NaN	NaN	NaN	0.182	0
Daulton Varsho	0	2593	NaN	NaN	NaN	NaN	0.188	0
Aaron Attaway	0	2594	NaN	NaN	NaN	NaN	0.189	0
Garrett McCain	0	2595	NaN	NaN	NaN	NaN	0.187	0
Jonathan Arauz	0	2596	NaN	NaN	NaN	NaN	0.193	0
Yeltsin Gudino	0	2597	NaN	NaN	NaN	NaN	0.198	0
Xavier Turner	0	2598	NaN	NaN	NaN	NaN	0.185	0
Austin Cousino	0	2599	NaN	NaN	NaN	NaN	0.183	0
Jordan Edgerton	0	2600	NaN	NaN	NaN	NaN	0.191	0
J.R. Davis	0	2601	NaN	NaN	NaN	NaN	0.207	0
Chris Baker	0	2602	NaN	NaN	NaN	NaN	0.188	0
Garrett Mattlage	0	2603	NaN	NaN	NaN	NaN	0.186	0
Robbie Podorsky	0	2604	NaN	NaN	NaN	NaN	0.194	0
Yariel Gonzalez	0	2605	NaN	NaN	NaN	NaN	0.195	0
Hudson Potts	0	2606	NaN	NaN	NaN	NaN	0.187	0
Randy Encarnacion	0	2607	NaN	NaN	NaN	NaN	0.181	0
Daniel Hinojosa	0	2608	NaN	NaN	NaN	NaN	0.187	0
Nick Flair	0	2609	NaN	NaN	NaN	NaN	0.183	0
Bligh Madris	0	2610	NaN	NaN	NaN	NaN	0.188	0
Ryan Sebra	0	2611	NaN	NaN	NaN	NaN	0.195	0
J.J. Franco	0	2612	NaN	NaN	NaN	NaN	0.187	0
Adam Walton	0	2613	NaN	NaN	NaN	NaN	0.198	0
Jose Almonte	0	2614	NaN	NaN	NaN	NaN	0.182	0
Eric Meza	0	2615	NaN	NaN	NaN	NaN	0.186	0
Sherman Lacrus	0	2616	NaN	NaN	NaN	NaN	0.187	0
Brantley Bell	0	2617	NaN	NaN	NaN	NaN	0.195	0
Cody Thomas	0	2618	NaN	NaN	NaN	NaN	0.173	0
Venn Biter	0	2619	NaN	NaN	NaN	NaN	0.185	0
Luis Veras	0	2620	NaN	NaN	NaN	NaN	0.194	0
Justin Chigbogu	0	2621	NaN	NaN	NaN	NaN	0.173	0
Jesus Lopez	0	2622	NaN	NaN	NaN	NaN	0.197	0
Caleb Lopes	0	2623	NaN	NaN	NaN	NaN	0.195	0
Tanner Rahier	0	2624	NaN	NaN	NaN	NaN	0.186	0
Gregori Rivero	0	2625	NaN	NaN	NaN	NaN	0.191	0
Christian Williams	0	2626	NaN	NaN	NaN	NaN	0.183	0
Alex Fernandez	0	2627	NaN	NaN	NaN	NaN	0.186	0
Luis Carpio	0	2628	NaN	NaN	NaN	NaN	0.188	0
Argenis Aldazoro	0	2629	NaN	NaN	NaN	NaN	0.187	0
Matt Railey	0	2630	NaN	NaN	NaN	NaN	0.179	0
Tyler Beckwith	0	2631	NaN	NaN	NaN	NaN	0.183	0
Kevin Rivera	0	2632	NaN	NaN	NaN	NaN	0.2	0
Yonny Hernandez	0	2633	NaN	NaN	NaN	NaN	0.192	0
Gabriel Ovalle	0	2634	NaN	NaN	NaN	NaN	0.19	0
Brett Barbier	0	2635	NaN	NaN	NaN	NaN	0.177	0
Nick Yarnall	0	2636	NaN	NaN	NaN	NaN	0.172	0
Jack Suwinski	0	2637	NaN	NaN	NaN	NaN	0.178	0
Luis Ortega	0	2638	NaN	NaN	NaN	NaN	0.188	0
Josh Lowe	0	2639	NaN	NaN	NaN	NaN	0.184	0
Joantgel Segovia	0	2640	NaN	NaN	NaN	NaN	0.199	0
Jordan Rodgers	0	2641	NaN	NaN	NaN	NaN	0.196	0
Hank Morrison	0	2642	NaN	NaN	NaN	NaN	0.184	0
Mickey Moniak	0	2643	NaN	NaN	NaN	NaN	0.187	0
Kurt Hoekstra	0	2644	NaN	NaN	NaN	NaN	0.192	0
Jose Velazquez	0	2645	NaN	NaN	NaN	NaN	0.195	0
Luis Aviles	0	2646	NaN	NaN	NaN	NaN	0.193	0
Chris Hoo	0	2647	NaN	NaN	NaN	NaN	0.177	0
Josh Almonte	0	2648	NaN	NaN	NaN	NaN	0.189	0
Luis Reynoso	0	2649	NaN	NaN	NaN	NaN	0.188	0
Gerard Hernandez	0	2650	NaN	NaN	NaN	NaN	0.185	0
Kevin Franklin	0	2651	NaN	NaN	NaN	NaN	0.19	0
Lucas Herbert	0	2652	NaN	NaN	NaN	NaN	0.183	0
Alexis Pantoja	0	2653	NaN	NaN	NaN	NaN	0.205	0
Juan Luis	0	2654	NaN	NaN	NaN	NaN	0.182	0
Daniel Bravo	0	2655	NaN	NaN	NaN	NaN	0.195	0
Arturo Lara	0	2656	NaN	NaN	NaN	NaN	0.196	0
Sutton Whiting	0	2657	NaN	NaN	NaN	NaN	0.186	0
Kacy Clemens	0	2658	NaN	NaN	NaN	NaN	0.179	0
Ismael Salgado	0	2659	NaN	NaN	NaN	NaN	0.188	0
Jarett Rindfleisch	0	2660	NaN	NaN	NaN	NaN	0.174	0
Arden Pabst	0	2661	NaN	NaN	NaN	NaN	0.188	0
Ryan Aguilar	0	2662	NaN	NaN	NaN	NaN	0.177	0
Nick Plummer	0	2663	NaN	NaN	NaN	NaN	0.165	0
Jordan Serena	0	2664	NaN	NaN	NaN	NaN	0.189	0
Camden Duzenack	0	2665	NaN	NaN	NaN	NaN	0.197	0
Narciso Mesa	0	2666	NaN	NaN	NaN	NaN	0.193	0
Sthervin Matos	0	2667	NaN	NaN	NaN	NaN	0.177	0
Ben Rortvedt	0	2668	NaN	NaN	NaN	NaN	0.19	0
Dan Rizzie	0	2669	NaN	NaN	NaN	NaN	0.182	0
Jhonny Pereda	0	2670	NaN	NaN	NaN	NaN	0.186	0
Nick Collins	0	2671	NaN	NaN	NaN	NaN	0.178	0
Jake Henson	0	2672	NaN	NaN	NaN	NaN	0.181	0
Genaro Andrade	0	2673	NaN	NaN	NaN	NaN	0.186	0
Jhonny Santos	0	2674	NaN	NaN	NaN	NaN	0.187	0
Kyle Survance Jr.	0	2675	NaN	NaN	NaN	NaN	0.181	0
Raiwinson Lameda	0	2676	NaN	NaN	NaN	NaN	0.195	0
Jason Goldstein	0	2677	NaN	NaN	NaN	NaN	0.188	0
Omar Renteria	0	2678	NaN	NaN	NaN	NaN	0.181	0
Roberto Baldoquin	0	2679	NaN	NaN	NaN	NaN	0.193	0
Ryan Gridley	0	2680	NaN	NaN	NaN	NaN	0.194	0
J.J. Fernandez	0	2681	NaN	NaN	NaN	NaN	0.178	0
Conner Hale	0	2682	NaN	NaN	NaN	NaN	0.189	0
Baltazar Lopez	0	2683	NaN	NaN	NaN	NaN	0.17	0
Brennan Morgan	0	2684	NaN	NaN	NaN	NaN	0.185	0
Tyler Ratliff	0	2685	NaN	NaN	NaN	NaN	0.186	0
Marcus Mooney	0	2686	NaN	NaN	NaN	NaN	0.201	0
Ridge Smith	0	2687	NaN	NaN	NaN	NaN	0.178	0
Kris Goodman	0	2688	NaN	NaN	NaN	NaN	0.179	0
Mason McCoy	0	2689	NaN	NaN	NaN	NaN	0.193	0
John Sansone	0	2690	NaN	NaN	NaN	NaN	0.173	0
Kevin Mahala	0	2691	NaN	NaN	NaN	NaN	0.189	0
Steve Bean	0	2692	NaN	NaN	NaN	NaN	0.177	0
Ramon Marcelino	0	2693	NaN	NaN	NaN	NaN	0.187	0
Alex Maldonado	0	2694	NaN	NaN	NaN	NaN	0.188	0
David Rodriguez	0	2695	NaN	NaN	NaN	NaN	0.182	0
Horacio Vasquez	0	2696	NaN	NaN	NaN	NaN	0.196	0
Bryson Brigman	0	2697	NaN	NaN	NaN	NaN	0.195	0
Eleardo Cabrera	0	2698	NaN	NaN	NaN	NaN	0.184	0
Leonardo Laffita	0	2699	NaN	NaN	NaN	NaN	0.195	0
Chris Okey	0	2700	NaN	NaN	NaN	NaN	0.172	0
Dante Flores	0	2701	NaN	NaN	NaN	NaN	0.185	0
Collin Woody	0	2702	NaN	NaN	NaN	NaN	0.179	0
Ryan Krill	0	2703	NaN	NaN	NaN	NaN	0.176	0
Ariel Montesino	0	2704	NaN	NaN	NaN	NaN	0.192	0
Matt Whatley	0	2705	NaN	NaN	NaN	NaN	0.182	0
Marco Chicuate	0	2706	NaN	NaN	NaN	NaN	0.181	0
Dimas Ojeda	0	2707	NaN	NaN	NaN	NaN	0.19	0
Jose Cuas	0	2708	NaN	NaN	NaN	NaN	0.169	0
J.B. Woodman	0	2709	NaN	NaN	NaN	NaN	0.176	0
Will Benson	0	2710	NaN	NaN	NaN	NaN	0.165	0
T.J. Nichting	0	2711	NaN	NaN	NaN	NaN	0.191	0
Rosario Irazoqui	0	2712	NaN	NaN	NaN	NaN	0.189	0
Tyler Baker	0	2713	NaN	NaN	NaN	NaN	0.174	0
Kristian Brito	0	2714	NaN	NaN	NaN	NaN	0.177	0
Pablo Olivares	0	2715	NaN	NaN	NaN	NaN	0.179	0
Frandy De La Rosa	0	2716	NaN	NaN	NaN	NaN	0.184	0
Christian Cavaness	0	2717	NaN	NaN	NaN	NaN	0.178	0
Gene Cone	0	2718	NaN	NaN	NaN	NaN	0.176	0
Brady Conlan	0	2719	NaN	NaN	NaN	NaN	0.187	0
John La Prise	0	2720	NaN	NaN	NaN	NaN	0.189	0
Henri Lartigue	0	2721	NaN	NaN	NaN	NaN	0.18	0
Jimmy Pickens	0	2722	NaN	NaN	NaN	NaN	0.179	0
Andrew Walker	0	2723	NaN	NaN	NaN	NaN	0.19	0
Jesus Loya	0	2724	NaN	NaN	NaN	NaN	0.183	0
Sam Machonis	0	2725	NaN	NaN	NaN	NaN	0.178	0
Colby Bortles	0	2726	NaN	NaN	NaN	NaN	0.179	0
Hector Roa	0	2727	NaN	NaN	NaN	NaN	0.178	0
Tristan Gray	0	2728	NaN	NaN	NaN	NaN	0.187	0
Shael Mendoza	0	2729	NaN	NaN	NaN	NaN	0.201	0
Jose Antequera	0	2730	NaN	NaN	NaN	NaN	0.191	0
Mario Vega	0	2731	NaN	NaN	NaN	NaN	0.195	0
Aaron Knapp	0	2732	NaN	NaN	NaN	NaN	0.172	0
Enrique Saldana	0	2733	NaN	NaN	NaN	NaN	0.19	0
Travis Bolin	0	2734	NaN	NaN	NaN	NaN	0.178	0
Hector Vargas	0	2735	NaN	NaN	NaN	NaN	0.199	0
Demi Orimoloye	0	2736	NaN	NaN	NaN	NaN	0.175	0
Jose Castaneda	0	2737	NaN	NaN	NaN	NaN	0.175	0
Starling Heredia	0	2738	NaN	NaN	NaN	NaN	0.177	0
Bryce Denton	0	2739	NaN	NaN	NaN	NaN	0.187	0
Tyler Wolfe	0	2740	NaN	NaN	NaN	NaN	0.184	0
Brandon Benson	0	2741	NaN	NaN	NaN	NaN	0.182	0
Zacrey Law	0	2742	NaN	NaN	NaN	NaN	0.188	0
Ryan Ripken	0	2743	NaN	NaN	NaN	NaN	0.19	0
